c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu
3.00048e-005	2.99952e-005	1.61286e-005	1.61285e-005	1.61285e-005	1.15858e-005	6.30957e-013	1.63346e-006
3.00048e-005	2.99952e-005	1.40998e-005	1.40997e-005	1.40998e-005	1.21971e-005	7.94328e-013	1.88151e-006
3.00048e-005	2.99952e-005	1.20317e-005	1.20316e-005	1.20317e-005	1.26129e-005	1e-012	2.14182e-006
3.00048e-005	2.99952e-005	9.99315e-006	9.99302e-006	9.99309e-006	1.2758e-005	1.25893e-012	2.39294e-006
3.00048e-005	2.99952e-005	8.05455e-006	8.05443e-006	8.05449e-006	1.25696e-005	1.58489e-012	2.60393e-006
3.00048e-005	2.99952e-005	6.28134e-006	6.28122e-006	6.28128e-006	1.2011e-005	1.99526e-012	2.73737e-006
3.00048e-005	2.99952e-005	4.72471e-006	4.7246e-006	4.72465e-006	1.10833e-005	2.51189e-012	2.75749e-006
3.00048e-005	2.99952e-005	3.41601e-006	3.41591e-006	3.41596e-006	9.83186e-006	3.16228e-012	2.64149e-006
3.00048e-005	2.99952e-005	2.36527e-006	2.36519e-006	2.36523e-006	8.34567e-006	3.98107e-012	2.39015e-006
3.00048e-005	2.99952e-005	1.5619e-006	1.56184e-006	1.56187e-006	6.74649e-006	5.01187e-012	2.03177e-006
3.00048e-005	2.99952e-005	9.78981e-007	9.78929e-007	9.78955e-007	5.17005e-006	6.30957e-012	1.61615e-006
3.00048e-005	2.99952e-005	5.79255e-007	5.79217e-007	5.79236e-007	3.74206e-006	7.94328e-012	1.20055e-006
3.00048e-005	2.99952e-005	3.21517e-007	3.21491e-007	3.21504e-007	2.55488e-006	1e-011	8.33661e-007
3.00048e-005	2.99952e-005	1.66209e-007	1.66193e-007	1.66201e-007	1.65184e-006	1.25893e-011	5.44563e-007
3.00048e-005	2.99952e-005	7.93529e-008	7.93427e-008	7.93478e-008	1.02426e-006	1.58489e-011	3.3962e-007
3.00048e-005	2.99952e-005	3.46721e-008	3.46658e-008	3.4669e-008	6.23653e-007	1.99526e-011	2.07405e-007
3.00048e-005	2.99952e-005	1.37254e-008	1.37216e-008	1.37235e-008	3.8286e-007	2.51189e-011	1.27503e-007
3.00048e-005	2.99952e-005	4.86866e-009	4.86627e-009	4.86746e-009	2.3898e-007	3.16228e-011	7.96341e-008
3.00048e-005	2.99952e-005	1.53056e-009	1.52908e-009	1.52982e-009	1.48021e-007	3.98107e-011	4.93352e-008
