c0_left	c0_right	c_front	c_back	c_mean	dcdx_mean	p0	dNu
0.00475468	0	0.00220706	0.00213921	0.00217313	6.78512	7.94328e-014	0.000419469
0.00475468	0	0.00215829	0.00209093	0.00212461	6.73554	1e-013	0.000435374
0.00753566	0	0.00377996	0.00366971	0.00372484	11.0246	1e-014	0.000234636
0.00753566	0	0.00376882	0.00365868	0.00371375	11.0143	1.25893e-014	0.000235809
0.00753566	0	0.00375486	0.00364485	0.00369986	11.0014	1.58489e-014	0.00023729
0.00753566	0	0.00373741	0.00362756	0.00368248	10.9852	1.99526e-014	0.000239164
0.00753566	0	0.00371562	0.00360597	0.00366079	10.9648	2.51189e-014	0.000241535
0.00753566	0	0.00368846	0.00357907	0.00363376	10.9393	3.16228e-014	0.000244541
0.00753566	0	0.00365471	0.00354564	0.00360017	10.9072	3.98107e-014	0.000248358
0.00753566	0	0.00361289	0.00350422	0.00355856	10.867	5.01187e-014	0.000253215
0.00753566	0	0.0035613	0.00345314	0.00350722	10.8166	6.30957e-014	0.000259413
0.00753566	0	0.00349796	0.00339042	0.00344419	10.7537	7.94328e-014	0.000267348
0.00753566	0	0.00342066	0.00331391	0.00336728	10.6751	1e-013	0.000277548
0.0119432	0	0.00599069	0.00581597	0.00590333	17.4724	1e-014	0.000148926
0.0119432	0	0.00597304	0.00579848	0.00588576	17.4561	1.25893e-014	0.000149673
0.0119432	0	0.00595092	0.00577656	0.00586374	17.4357	1.58489e-014	0.000150617
0.0119432	0	0.00592325	0.00574916	0.00583621	17.41	1.99526e-014	0.00015181
0.0119432	0	0.00588872	0.00571494	0.00580183	17.3777	2.51189e-014	0.000153321
0.0119432	0	0.00584568	0.00567231	0.00575899	17.3372	3.16228e-014	0.000155236
0.0119432	0	0.00579219	0.00561932	0.00570575	17.2863	3.98107e-014	0.000157667
0.0119432	0	0.00572592	0.00555369	0.0056398	17.2226	5.01187e-014	0.000160762
0.0119432	0	0.00564415	0.00547272	0.00555844	17.1428	6.30957e-014	0.000164712
0.0119432	0	0.00554376	0.00537333	0.00545854	17.0431	7.94328e-014	0.000169769
0.0119432	0	0.00542125	0.00525207	0.00533666	16.9185	1e-013	0.000176272
